,level_1,grapheme,phoneme,filename
62,63,Congresso,\k\\o~\'\g\\r\\E\.\s\\u\,1808_-_Frases
62,63,Viena,\v\\i\'\e~\.\n\\a\,1808_-_Frases
62,63,redesenha,\R\\e\.\d\\e\'\z\\e~\.\J\\a\,1808_-_Frases
62,63,mapa,'\m\\a\.\p\\a\,1808_-_Frases
62,63,político,\p\\o\'\l\\i\\tS\\i\.\k\\u\,1808_-_Frases
63,64,1816,'\m\\i\\w\,1808_-_Frases
63,64,,\d\\e\.\z\\e\'\s\\ej\\s\,1808_-_Frases
64,65,Dom,'\d\\o~\,1808_-_Frases
64,65,VI,'\s\\e\\s\.\t\\u\,1808_-_Frases
64,65,torna-se,'\t\\O\\R\.\n\\a\,1808_-_Frases
64,65,rei,\s\\i\,1808_-_Frases
64,65,de,'\R\\ej\,1808_-_Frases
64,65,Brasil,\dZ\\i\,1808_-_Frases
64,65,e,\b\\r\\a\'\z\\i\\w\,1808_-_Frases
64,65,Portugal,\i\,1808_-_Frases
64,65,depois,\p\\o\\X\.\t\\u\'\g\\a\\w\,1808_-_Frases
64,65,da,\d\\e\'\p\\o\\j\\s\,1808_-_Frases
64,65,morte,\d\\a\,1808_-_Frases
64,65,de,'\m\\O\\X\.\tS\\i\,1808_-_Frases
64,65,sua,\dZ\\i\,1808_-_Frases
64,65,"mãe,",'\s\\u\.\a\,1808_-_Frases
64,65,Dona,'\m\\a~\\j~\\pau\,1808_-_Frases
64,65,Maria,'\d\\o~\.\n\\a\,1808_-_Frases
64,65,"I,",\m\\a\'\r\\i\.\a\,1808_-_Frases
64,65,a,\p\\r\\i~\'\m\\ej\.\r\\u\\pau\,1808_-_Frases
64,65,Rainha,\a\,1808_-_Frases
64,65,Louca.,'\R\\a\.\i~\.\J\\a\,1808_-_Frases
64,65,,'\l\\ow\.\k\\a\,1808_-_Frases
65,66,coroação,\k\\o\.\r\\o\.\a\'\s\\a~\\w~\,1808_-_Frases
65,66,só,'\s\\O\\o\.\k\\o\.\R\\e\\u\,1808_-_Frases
65,66,ocorreu,\d\\o\\j\\z\,1808_-_Frases
65,66,dois,'\a~\.\n\\u\\s\,1808_-_Frases
65,66,anos,\m\\a\\j\\s\,1808_-_Frases
65,66,mais,'\t\\a\\R\.\dZ\\i\,1808_-_Frases
65,66,tarde,,1808_-_Frases
66,67,Argentina,\a\\R\.\Z\\e~\'\tS\\i~\.\n\\a\,1808_-_Frases
67,68,1817,'\m\\i\\w\,1808_-_Frases
67,68,,\d\\e\.\z\\e\'\s\\E\.\tS\\i\,1808_-_Frases
68,69,republicana,\R\\e\.\p\\u\.\b\\l\\i\'\k\\a~\.\n\\a\,1808_-_Frases
68,69,é,\E\\s\\u\.\f\\o\.\k\\a\.\d\\a\,1808_-_Frases
68,69,sufocada,\p\\o\\X\,1808_-_Frases
68,69,por,\t\\r\\O\.\p\\a\\js\,1808_-_Frases
68,69,tropas,'\dZ\\i\,1808_-_Frases
68,69,de,\d\\o~\,1808_-_Frases
68,69,Dom,'\Z\\o\.\a~\\w~\,1808_-_Frases
68,69,João,\s\\e\\s\'\t\\u\,1808_-_Frases
68,69,VI,'\e~j~\.\p\\e\\R\.\n\\a~\.\b\\u\.\k\\u\,1808_-_Frases
68,69,em,,1808_-_Frases
68,69,Pernambuco,,1808_-_Frases
69,70,1818,'\m\\i\\w\,1808_-_Frases
69,70,,\d\\e\'\z\\o\\j\.\t\\u\,1808_-_Frases
70,71,Em,\e~j~\.\l\\o~\.\d\\r\\i\\s\\pau\,1808_-_Frases
70,71,"Londres,",'\m\\a\\R\.\j\,1808_-_Frases
70,71,Mary,\S\\E\.\w\\l\\e\\j\,1808_-_Frases
70,71,Shelley,'\p\\u\.\b\\l\\i\.\k\\a\,1808_-_Frases
70,71,publica,\f\\r\\a~\'\k\\e~\\s\.\t\\e\.\i~\,1808_-_Frases
70,71,Frankenstein,,1808_-_Frases
71,72,1819,'\m\\i\\w\,1808_-_Frases
71,72,,\d\\e\.\z\\e\'\n\\O\.\v\\i\,1808_-_Frases
72,73,"Savannah,",\s\\a\'\v\\a~\\n\\a\\pau\,1808_-_Frases
72,73,navio,\n\\a\'\v\\i\.\u\,1808_-_Frases
72,73,vapor,\v\\a\'\p\\o\\r\,1808_-_Frases
72,73,cruzar,\k\\r\\u\'\z\\a\\r\,1808_-_Frases
72,73,"Atlântico,",\a\'\t\\l\\a~\.\tS\\i\.\k\\u\\pau\,1808_-_Frases
72,73,chega,'\S\\E\.\g\\a\,1808_-_Frases
72,73,"Liverpool,",\l\\i\.\v\\e\\X\.\p\\o\'\O\\w\\pau\,1808_-_Frases
72,73,"Inglaterra,",\i~\.\g\\l\\a\'\t\\E\.\R\\a\\pau\,1808_-_Frases
72,73,em,\e~j~\.\v\\i~\.\tS\\i\,1808_-_Frases
72,73,26,'\i\,1808_-_Frases
72,73,dias,\s\\ej\\s\,1808_-_Frases
72,73,,'\dZ\\i\.\a\\js\,1808_-_Frases
73,74,1820,'\m\\i\\w\,1808_-_Frases
73,74,,'\v\\i~\.\tS\\i\,1808_-_Frases
74,75,liberais,\l\\i\.\b\\e\'\r\\a\\j\\s\,1808_-_Frases
74,75,poder,\p\\o\'\d\\e\\R\,1808_-_Frases
74,75,cidade,\s\\i\'\d\\a\.\dZ\\i\,1808_-_Frases
74,75,Porto,'\p\\O\\X\.\t\\u\,1808_-_Frases
74,75,exigem,\e\'\z\\i\.\Z\\e~j~\.\a\,1808_-_Frases
74,75,a,\v\\O\\w\.\t\\a\,1808_-_Frases
74,75,volta,'\dZ\\i\,1808_-_Frases
74,75,VI,'\a\,1808_-_Frases
74,75,a,\l\\i\\z\.\b\\o\\a\,1808_-_Frases
74,75,Lisboa,,1808_-_Frases
75,76,1821,'\m\\i\\w\,1808_-_Frases
76,77,inglês,\i~\'\g\\l\\e\\js\,1808_-_Frases
76,77,Michael,\m\\i\.\S\\a\'\E\\w\,1808_-_Frases
76,77,Faraday,\f\\a\'\r\\a\.\d\\a\\j\,1808_-_Frases
76,77,constrói,\k\\o~\\s\'\t\\r\\O\\i\,1808_-_Frases
76,77,motor,\m\\o\'\t\\o\\r\,1808_-_Frases
76,77,elétrico,\e\'\l\\E\\t\\r\\i\.\k\\u\,1808_-_Frases
77,78,Ilha,'\i\.\L\\a\,1808_-_Frases
77,78,Santa,'\s\\a~\.\t\\a\,1808_-_Frases
77,78,Helena,\e\'\l\\e~\.\n\\a\,1808_-_Frases
78,79,Suspeita-se,\s\\u\\s\'\p\\ej\.\t\\a\,1808_-_Frases
78,79,que,\s\\i\,1808_-_Frases
78,79,tenha,\k\\i\,1808_-_Frases
78,79,sido,'\t\\e~\.\J\\a\,1808_-_Frases
78,79,envenenado,'\s\\i\.\d\\u\,1808_-_Frases
78,79,,\e~\.\v\\e\.\n\\e\'\n\\a\.\d\\u\,1808_-_Frases
79,80,retornam,\R\\e\'\t\\O\\R\.\n\\a~\\w~\,1808_-_Frases
80,81,1822,'\m\\i\\w\,1808_-_Frases
81,82,Às,\a\\s\,1808_-_Frases
81,82,margens,'\m\\a\\R\.\Z\\e~\\s\,1808_-_Frases
81,82,riacho,\R\\i\'\a\.\S\\u\,1808_-_Frases
81,82,"Ipiranga,",\i\.\p\\i\'\r\\a~\.\g\\a\\pau\,1808_-_Frases
81,82,em,\e~j~\.\s\\a~\\w~\,1808_-_Frases
81,82,São,'\p\\a\\u\.\l\\u\\pau\,1808_-_Frases
81,82,"Paulo,",'\d\\o~\,1808_-_Frases
81,82,Dom,'\p\\E\.\d\\r\\u\,1808_-_Frases
81,82,Pedro,'\p\\r\\o\.\k\\l\\a~\.\m\\a\,1808_-_Frases
81,82,proclama,\a\,1808_-_Frases
81,82,a,\i~\.\d\\e\.\p\\e~\.\d\\e~\.\s\\i\\a\,1808_-_Frases
81,82,Independência,\d\\u\,1808_-_Frases
81,82,do,\b\\r\\a\.\z\\i\\w\,1808_-_Frases
81,82,Brasil,,1808_-_Frases
82,83,"Editor,",\e\.\dZ\\i\'\t\\o\\X\\pau\,1808_-_Frases
82,83,Professora,\p\\r\\o\.\f\\e\'\s\\o\.\r\\a\,1808_-_Frases
82,83,Bibliófilo,\b\\i\.\b\\l\\i\'\O\\f\\i\.\l\\u\,1808_-_Frases
83,84,Este,'\e\\s\.\tS\\i\,1808_-_Frases
83,84,é,\E\\u\,1808_-_Frases
83,84,o,\R\\e\.\z\\u\\w\.\t\\a\.\d\\u\,1808_-_Frases
83,84,resultado,\dZ\\i\,1808_-_Frases
83,84,de,\d\\e\\z\,1808_-_Frases
83,84,dez,'\a~\.\n\\u\\s\,1808_-_Frases
83,84,anos,'\dZ\\i\,1808_-_Frases
83,84,de,\i~\.\v\\e\\s\.\tS\\i\.\g\\a\.\s\\a~\\w~\,1808_-_Frases
83,84,investigação,\Z\\o\\R\.\n\\a\.\l\\i\\s\.\tS\\i\'\k\\a\,1808_-_Frases
83,84,jornalística.,,1808_-_Frases
84,85,É,\E\\t\\a~\.\b\\e~j~\,1808_-_Frases
84,85,também,\u~\'\m\\a\,1808_-_Frases
84,85,uma,\o\.\m\\e\.\n\\a\.\Z\\e~j~\.\a\,1808_-_Frases
84,85,homenagem,\t\\r\\e\\js\,1808_-_Frases
84,85,a,\p\\e\.\s\\o\.\a\\js\,1808_-_Frases
84,85,três,'\k\\u\.\Z\\u\,1808_-_Frases
84,85,pessoas,\a\'\p\\o\\i\.\u\\pau\,1808_-_Frases
84,85,cujo,'\e\\s\.\tS\\i\\m\\u\.\l\\u\,1808_-_Frases
84,85,"apoio,",\i\,1808_-_Frases
84,85,estímulo,\o\'\r\\i\.\e~\.\t\\a\.\s\\a~\\w~\,1808_-_Frases
84,85,e,\f\\O\.\r\\a~\\w~\,1808_-_Frases
84,85,orientação,\i~\.\p\\r\\e\\s\\i~\.\dZ\\i\\v\\e\\j\\s\,1808_-_Frases
84,85,foram,'\p\\a\.\r\\a\,1808_-_Frases
84,85,imprescindíveis,\k\\i\,1808_-_Frases
84,85,para,'\e\\u\,1808_-_Frases
84,85,que,\u\,1808_-_Frases
84,85,eu,\e\\s\.\k\\r\\e\.\v\\e\.\s\\i\,1808_-_Frases
84,85,o,,1808_-_Frases
84,85,escrevesse.,,1808_-_Frases
85,86,foi,'\f\\o\\j\,1808_-_Frases
85,86,Tales,'\t\\a\.\l\\i\\z\,1808_-_Frases
85,86,"Alvarenga,",\a\\w\.\v\\a\'\r\\e~\.\g\\a\\pau\,1808_-_Frases
85,86,amigo,\a\'\m\\i\.\g\\u\,1808_-_Frases
85,86,colega,\k\\o\'\l\\E\.\g\\a\,1808_-_Frases
85,86,editor,\e\.\dZ\\i\'\t\\o\\X\,1808_-_Frases
85,86,precocemente,\p\\r\\e\.\k\\o\.\s\\e\'\m\\e~\.\tS\\i\,1808_-_Frases
85,86,falecido,\f\\a\.\l\\e\'\s\\i\.\d\\u\,1808_-_Frases
85,86,em,\e~j~\.\d\\o\\j\\s\,1808_-_Frases
85,86,2006.,'\m\\i\\w\,1808_-_Frases
85,86,,'\i\,1808_-_Frases
85,86,,\s\\ej\\s\,1808_-_Frases
86,87,segunda,\s\\e\'\g\\u~\.\d\\a\,1808_-_Frases
86,87,é,\E\\a\,1808_-_Frases
86,87,a,\p\\r\\o\.\f\\e\.\s\\o\.\r\\a\,1808_-_Frases
86,87,professora,\i\\s\.\t\\o\'\r\\i\.\a\.\d\\o\.\r\\a\,1808_-_Frases
86,87,historiadora,\m\\a\.\r\\i\.\a\,1808_-_Frases
86,87,Maria,\o\'\dZ\\i\.\l\\a\,1808_-_Frases
86,87,Odila,\l\\ej\'\tS\\i\,1808_-_Frases
86,87,Leite,'\d\\a\,1808_-_Frases
86,87,da,\s\\i\\w\.\v\\a\,1808_-_Frases
86,87,Silva,'\dZ\\i\.\a\\js\,1808_-_Frases
86,87,Dias.,,1808_-_Frases
87,88,"terceira,",\t\\e\\X\'\s\\ej\.\r\\a\\pau\,1808_-_Frases
87,88,acadêmico,\a\.\k\\a\'\d\\e\.\m\\i\.\k\\u\,1808_-_Frases
87,88,bibliófilo,\b\\i\.\b\\l\\i\'\O\\f\\i\.\l\\u\,1808_-_Frases
87,88,José,\Z\\o\'\z\\E\\m\\i~\.\d\\l\\i~\,1808_-_Frases
87,88,Mindlin.,,1808_-_Frases
88,89,Em,\e~j~\.\m\\i\\w\,1808_-_Frases
88,89,"1997,",'\n\\o\.\v\\e\.\s\\e~\.\t\\u\\z\,1808_-_Frases
88,89,Tales,\i\,1808_-_Frases
88,89,Alvarenga,\n\\o\.\v\\e~\.\t\\a\,1808_-_Frases
88,89,era,\i\,1808_-_Frases
88,89,diretor,\s\\E\.\tS\\i\\pau\,1808_-_Frases
88,89,de,'\t\\a\.\l\\i\\z\,1808_-_Frases
88,89,redação,'\a\\w\.\v\\a\.\r\\e~\.\g\\a\,1808_-_Frases
88,89,da,\e\.\r\\a\,1808_-_Frases
88,89,revista,'\dZ\\i\.\r\\e\.\t\\o\\R\,1808_-_Frases
88,89,Veja,\dZ\\i\,1808_-_Frases
88,89,e,\R\\e\.\d\\a\.\s\\a~\\w~\,1808_-_Frases
88,89,"eu,",\d\\a\,1808_-_Frases
88,89,seu,\R\\e\.\v\\i\\s\.\t\\a\,1808_-_Frases
88,89,editor,\v\\e\'\Z\\a\,1808_-_Frases
88,89,executivo.,'\i\,1808_-_Frases
88,89,,\e\\u\\pau\,1808_-_Frases
88,89,,\s\\e\\u\,1808_-_Frases
88,89,,'\e\.\dZ\\i\.\t\\o\\r\,1808_-_Frases
88,89,,\e\.\z\\e\'\k\\u\.\tS\\i\.\v\\u\,1808_-_Frases
89,90,Inspirado,\i~\\s\.\p\\i\'\r\\a\.\d\\u\,1808_-_Frases
89,90,por,\p\\o\\r\,1808_-_Frases
89,90,experiência,\e\\s\.\p\\e\.\r\\i\'\e~\.\s\\i\\a\,1808_-_Frases
89,90,bem-sucedida,\b\\e~j~\.\s\\u\.\s\\e\.\dZ\\i\.\d\\a\,1808_-_Frases
89,90,nas,\n\\a\\js\,1808_-_Frases
89,90,comemorações,\k\\o\.\m\\e\.\m\\o\.\r\\a\.\s\\o~\\j~\\s\,1808_-_Frases
89,90,primeiro,\p\\r\\i~\.\m\\ej\.\r\\u\,1808_-_Frases
89,90,centenário,\s\\e~\'\t\\e\.\n\\a\.\r\\i\\u\,1808_-_Frases
89,90,Proclamação,\p\\r\\o\.\k\\l\\a\.\m\\a\.\s\\a~\\w~\,1808_-_Frases
89,90,"República,",\R\\e\.\p\\u\\b\\l\\i\.\k\\a\\pau\,1808_-_Frases
89,90,Tales,\t\\a\'\l\\i\\z\,1808_-_Frases
89,90,encomendou-me,'\e~\.\k\\o\.\m\\e~\.\d\\ow\,1808_-_Frases
89,90,uma,\m\\i\,1808_-_Frases
89,90,série,\u~\.\m\\a\,1808_-_Frases
89,90,de,\s\\E\\r\\i\,1808_-_Frases
89,90,especiais,'\dZ\\i\,1808_-_Frases
89,90,"históricos,",\e\\s\.\p\\e\.\s\\i\.\a\\j\\z\,1808_-_Frases
89,90,que,\i\\s\.\t\\O\\r\\i\'\k\\u\\s\\pau\,1808_-_Frases
89,90,seriam,'\k\\i\,1808_-_Frases
89,90,distribuídos,\s\\e\.\r\\i\.\a~\\w~\,1808_-_Frases
89,90,com,'\dZ\\i\\s\.\t\\r\\i\.\b\\u\.\i\\d\\u\\s\,1808_-_Frases
89,90,a,\k\\o~\,1808_-_Frases
89,90,edição,\a\,1808_-_Frases
89,90,regular,\e\.\dZ\\i\.\s\\a~\\w~\,1808_-_Frases
89,90,de,\R\\e\'\g\\u\.\l\\a\\R\,1808_-_Frases
89,90,como,\v\\e\.\Z\\a\,1808_-_Frases
89,90,brinde,\k\\o~\.\m\\u\,1808_-_Frases
89,90,para,\b\\r\\i~\.\dZ\\i\,1808_-_Frases
89,90,seus,'\p\\a\.\r\\a\,1808_-_Frases
89,90,assinantes,\s\\e\.\u\\z\,1808_-_Frases
89,90,e,\a\.\s\\i~\.\n\\a~\.\tS\\i\\z\,1808_-_Frases
89,90,compradores,\i\,1808_-_Frases
89,90,de,\k\\o~\.\p\\r\\a\.\d\\o\.\r\\i\\s\,1808_-_Frases
89,90,banca.,\dZ\\i\,1808_-_Frases
89,90,,\b\\a~\.\k\\a\,1808_-_Frases
90,91,projeto,\p\\r\\o\'\Z\\E\.\t\\u\,1808_-_Frases
90,91,incluiria,\i~\.\k\\l\\u\\i\'\r\\i\.\a\,1808_-_Frases
90,91,"Descobrimento,",\d\\e\\s\.\k\\o\.\b\\r\\i~\'\m\\e~\.\t\\u\\pau\,1808_-_Frases
90,91,Independência.,\i~\.\d\\e\.\p\\e~\'\d\\e~\.\s\\i\\a\,1808_-_Frases
91,92,Desses,'\d\\e\.\s\\i\\s\,1808_-_Frases
91,92,"três,",'\t\\r\\e\\js\\pau\,1808_-_Frases
91,92,apenas,\a\'\p\\e~\.\n\\a\\js\,1808_-_Frases
91,92,"publicado,",\p\\u\.\b\\l\\i\'\k\\a\.\d\\u\\pau\,1808_-_Frases
91,92,ano,\a~\.\n\\u\,1808_-_Frases
91,92,"2000,",'\d\\o\\j\\s\,1808_-_Frases
91,92,e,'\m\\i\\w\\pau\,1808_-_Frases
91,92,distribuído,\i\,1808_-_Frases
91,92,no,\dZ\\i\\s\.\t\\r\\i\'\b\\u\.\i\\d\\u\,1808_-_Frases
91,92,Brasil,\n\\u\,1808_-_Frases
91,92,em,\i\,1808_-_Frases
91,92,Portugal,\e~j~\.\p\\o\\X\.\t\\u\.\g\\a\\w\,1808_-_Frases
91,92,junto,\Z\\u~\.\t\\u\,1808_-_Frases
91,92,com,'\k\\o~\,1808_-_Frases
91,92,as,\a\\js\,1808_-_Frases
91,92,revistas,\R\\e\.\v\\i\\s\.\t\\a\\js\,1808_-_Frases
91,92,Veja,\v\\e\'\Z\\a\,1808_-_Frases
91,92,e,'\i\,1808_-_Frases
91,92,"Visão,",\v\\i\.\z\\a~\\w~\\pau\,1808_-_Frases
91,92,título,\tS\\i\\t\\u\.\l\\u\,1808_-_Frases
91,92,A,'\a\,1808_-_Frases
91,92,Aventura,\a\.\v\\e~\.\t\\u\.\r\\a\,1808_-_Frases
91,92,Descobrimento.,\d\\e\\s\.\k\\o\.\b\\r\\i~\.\m\\e~\.\t\\u\,1808_-_Frases
92,93,Qual,'\k\\w\\a\\w\,1808_-_Frases
92,93,especial,\e\\s\.\p\\e\.\s\\i\'\a\\w\,1808_-_Frases
92,93,sobre,'\s\\o\\b\\r\\i\,1808_-_Frases
92,93,"VI,",'\s\\e\\s\.\t\\u\\pau\,1808_-_Frases
92,93,Tales,'\t\\a\.\l\\i\\s\,1808_-_Frases
92,93,decidiu,\d\\e\.\s\\i\'\dZ\\i\\u\,1808_-_Frases
92,93,cancelá-lo,\p\\o\\X\,1808_-_Frases
92,93,por,'\f\\a\\w\.\t\\a\,1808_-_Frases
92,93,falta,\dZ\\i\,1808_-_Frases
92,93,de,'\g\\a~\.\S\\u\\pau\,1808_-_Frases
92,93,"gancho,",\e\\s\.\p\\r\\e\'\s\\a~\\w~\,1808_-_Frases
92,93,expressão,\k\\i\\pau\,1808_-_Frases
92,93,"que,",\n\\u\,1808_-_Frases
92,93,no,\v\\o\.\k\\a\.\b\\u\'\l\\a\.\r\\i\\u\,1808_-_Frases
92,93,vocabulário,\d\\a\\js\,1808_-_Frases
92,93,das,\R\\e\.\d\\a\'\s\\o~\\j~\\s\,1808_-_Frases
92,93,redações,\s\\i\\g\.\n\\i\'\f\\i\.\k\\a\,1808_-_Frases
92,93,significa,\m\\o\'\tS\\i\.\v\\u\,1808_-_Frases
92,93,motivo,\ow\,1808_-_Frases
92,93,ou,\o\.\p\\o\\X\.\t\\u~\.\n\\i\'\d\\a\.\dZ\\i\,1808_-_Frases
92,93,oportunidade,'\p\\a\.\r\\a\,1808_-_Frases
92,93,para,\k\\i\,1808_-_Frases
92,93,que,\u~\.\m\\a\,1808_-_Frases
92,93,uma,\R\\e\.\p\\o\\X\'\t\\a\.\Z\\e~j~\.\s\\e\.\Z\\a\,1808_-_Frases
92,93,reportagem,'\p\\u\.\b\\l\\i\.\k\\a\.\d\\a\,1808_-_Frases
92,93,seja,,1808_-_Frases
92,93,publicada.,,1808_-_Frases
93,94,plano,'\p\\l\\a~\.\n\\u\,1808_-_Frases
93,94,"mudou,",\m\\u\'\d\\ow\\pau\,1808_-_Frases
93,94,mas,\m\\a\\js\,1808_-_Frases
93,94,eu,\e\\u\,1808_-_Frases
93,94,segui,\s\\e\'\g\\i\,1808_-_Frases
93,94,em,\e~j~\.\f\\r\\e~\.\tS\\i\\pau\,1808_-_Frases
93,94,"frente,",'\m\\o\.\v\\i\.\d\\u\,1808_-_Frases
93,94,movido,\p\\e\'\l\\a\,1808_-_Frases
93,94,pela,'\p\\a\\j\.\S\\a~\\w~\,1808_-_Frases
93,94,paixão,\k\\i\,1808_-_Frases
93,94,o,\t\\e~\.\m\\a\,1808_-_Frases
93,94,tema,'\i\,1808_-_Frases
93,94,e,\u\\s\,1808_-_Frases
93,94,os,\p\\e\\X\.\s\\o\.\n\\a\.\Z\\e~\\s\,1808_-_Frases
93,94,personagens,\m\\i\,1808_-_Frases
93,94,me,\d\\e\\s\.\p\\e\\X\.\t\\a\.\r\\a~\\w~\,1808_-_Frases
93,94,despertaram.,,1808_-_Frases
94,95,Nesses,'\n\\e\.\s\\i\\s\,1808_-_Frases
94,95,dez,'\d\\e\\z\,1808_-_Frases
94,95,"anos,",'\a~\.\n\\u\\s\\pau\,1808_-_Frases
94,95,li,\l\\i\,1808_-_Frases
94,95,pesquisei,\p\\e\\s\.\k\\i\'\z\\ej\,1808_-_Frases
94,95,mais,'\m\\a\\j\\s\,1808_-_Frases
94,95,150,'\s\\e~\.\t\\u\,1808_-_Frases
94,95,livros,\i\,1808_-_Frases
94,95,e,\s\\i~\'\k\\w\\e~\.\t\\a\,1808_-_Frases
94,95,fontes,'\l\\i\.\v\\r\\u\\z\,1808_-_Frases
94,95,impressas,\i\,1808_-_Frases
94,95,e,'\f\\o~\.\tS\\i\\z\,1808_-_Frases
94,95,eletrônicas,\i~\'\p\\r\\E\.\s\\a\\js\,1808_-_Frases
94,95,sobre,\i\,1808_-_Frases
94,95,o,\e\.\l\\e\'\t\\r\\o\\n\\i\.\k\\a\\js\,1808_-_Frases
94,95,"assunto,",'\s\\o\\b\\r\\i\,1808_-_Frases
94,95,em,\u\,1808_-_Frases
94,95,lugares,\a\'\s\\u~\.\t\\u\\pau\,1808_-_Frases
94,95,tão,\e~j~\.\l\\u\.\g\\a\.\r\\i\\s\,1808_-_Frases
94,95,variados,\t\\a~\\w~\,1808_-_Frases
94,95,quanto,'\v\\a\.\r\\i\.\a\.\d\\u\\s\,1808_-_Frases
94,95,as,\k\\u\\a~\'\t\\u\,1808_-_Frases
94,95,bibliotecas,'\a\\js\,1808_-_Frases
94,95,do,\b\\i\.\b\\l\\i\\o\.\t\\E\.\k\\a\\js\,1808_-_Frases
94,95,acadêmico,\d\\u\,1808_-_Frases
94,95,José,\a\.\k\\a\.\d\\e\.\m\\i\.\k\\u\,1808_-_Frases
94,95,"Mindlin,",\Z\\o\.\z\\E\\m\\i~\'\d\\l\\i~\\pau\,1808_-_Frases
94,95,em,\e~j~\'\s\\a~\\w~\,1808_-_Frases
94,95,São,\p\\a\\u\'\l\\u\\pau\,1808_-_Frases
94,95,"Paulo,",\n\\a\.\s\\i\.\o\.\n\\a\\w\,1808_-_Frases
94,95,Nacional,'\d\\u\,1808_-_Frases
94,95,do,'\R\\i\.\u\,1808_-_Frases
94,95,Rio,\dZ\\i\,1808_-_Frases
94,95,de,\Z\\a\.\n\\ej\.\r\\u\\pau\,1808_-_Frases
94,95,"Janeiro,",'\n\\a\.\s\\i\.\o\.\n\\a\\w\,1808_-_Frases
94,95,Nacional,\d\\a\,1808_-_Frases
94,95,da,\a\'\Z\\u\.\d\\a\\pau\,1808_-_Frases
94,95,"Ajuda,",\e~j~\.\l\\i\\z\.\b\\o\\a\\pau\,1808_-_Frases
94,95,"Lisboa,",\d\\u\,1808_-_Frases
94,95,e,\k\\o~\.\g\\r\\E\.\s\\u\,1808_-_Frases
94,95,do,\a\'\m\\e\.\r\\i\.\k\\a~\.\n\\u\\pau\,1808_-_Frases
94,95,Congresso,\e~j~\.\w\\a\\S\\i~\.\g\\t\\o~\,1808_-_Frases
94,95,"Americano,",,1808_-_Frases
94,95,Washington.,,1808_-_Frases
95,96,fase,'\f\\a\.\z\\i\,1808_-_Frases
95,96,inicial,\i~\.\n\\i\.\s\\i\'\a\\w\,1808_-_Frases
95,96,deste,'\d\\e\\s\.\tS\\i\,1808_-_Frases
95,96,trabalho,\t\\r\\a\'\b\\a\.\L\\u\,1808_-_Frases
95,96,"pesquisa,",\p\\e\\s\'\k\\i\.\z\\a\\pau\,1808_-_Frases
95,96,tive,'\tS\\i\.\v\\i\,1808_-_Frases
95,96,como,'\k\\o~\.\m\\u\,1808_-_Frases
95,96,orientadora,\o\.\r\\i\.\e~\.\t\\a\'\d\\o\.\r\\a\,1808_-_Frases
95,96,professora,\p\\r\\o\.\f\\e\'\s\\o\.\r\\a\,1808_-_Frases
95,96,Odila,\o\'\dZ\\i\.\l\\a\,1808_-_Frases
95,96,Leite,'\l\\ej\.\tS\\i\,1808_-_Frases
95,96,Silva,'\s\\i\\w\.\v\\a\,1808_-_Frases
95,96,Dias.,'\dZ\\i\.\a\\js\,1808_-_Frases
96,97,Minha,'\m\\i~\.\J\\a\,1808_-_Frases
96,97,vizinha,\v\\i\'\z\\i~\.\J\\a\,1808_-_Frases
96,97,bairro,'\b\\a\\j\.\R\\u\,1808_-_Frases
96,97,"Higienópolis,",\i\.\Z\\i\.\e\'\n\\O\\p\\o\.\l\\i\\s\\pau\,1808_-_Frases
96,97,"Paulo,",'\f\\o\\j\,1808_-_Frases
96,97,foi,'\E\.\l\\a\,1808_-_Frases
96,97,ela,\k\\e~\\m\,1808_-_Frases
96,97,quem,'\m\\i\,1808_-_Frases
96,97,me,\i~\.\dZ\\i\.\k\\ow\,1808_-_Frases
96,97,indicou,\u\,1808_-_Frases
96,97,o,\p\\r\\i~\.\m\\ej\.\r\\u\,1808_-_Frases
96,97,primeiro,'\l\\i\.\v\\r\\u\,1808_-_Frases
96,97,livro,\d\\a\,1808_-_Frases
96,97,da,\s\\e~\.\t\\e~\.\n\\a\,1808_-_Frases
96,97,centena,'\i\,1808_-_Frases
96,97,e,\m\\ej\.\a\,1808_-_Frases
96,97,meia,\dZ\\i\,1808_-_Frases
96,97,de,\f\\o~\.\tS\\i\\s\,1808_-_Frases
96,97,fontes,\k\\o~\.\s\\u\\w\.\t\\a\.\d\\a\\js\\pau\,1808_-_Frases
96,97,consultadas:,\u\,1808_-_Frases
96,97,o,\k\\l\\a\.\s\\i\.\k\\u\,1808_-_Frases
96,97,clássico,'\k\\i~\.\J\\e~\.\t\\u\\s\\pau\,1808_-_Frases
96,97,D.,\Z\\o\'\a~\\w~\,1808_-_Frases
96,97,João,'\s\\e\\s\.\t\\u\,1808_-_Frases
96,97,VI,\n\\u\,1808_-_Frases
96,97,no,\b\\r\\a\.\z\\i\\w\\pau\,1808_-_Frases
96,97,"Brasil,",'\d\\u\,1808_-_Frases
96,97,do,\dZ\\i\.\p\\l\\o\.\m\\a\.\t\\a\,1808_-_Frases
96,97,diplomata,\i\,1808_-_Frases
96,97,e,\i\\s\.\t\\o\.\r\\i\.\a\.\d\\o\\X\,1808_-_Frases
96,97,historiador,\p\\e\\R\.\n\\a~\.\b\\u\'\k\\a~\.\n\\u\,1808_-_Frases
96,97,pernambucano,\m\\a\.\n\\u\'\E\\w\,1808_-_Frases
96,97,Manuel,\dZ\\i\,1808_-_Frases
